13.,林滿紅,2(廉政專刊),國史館/館長,01一般申報,民國99年06月02日,P2-8
14.,林滿紅,2(廉政專刊),國史館/館長,04信託申報,民國99年06月02日,P9-14
15.,翁啟惠,2(廉政專刊),中央研究院/院長,01一般申報,民國99年06月02日,P15-17
16.,翁啟惠,2(廉政專刊),中央研究院/院長,04信託申報,民國99年06月02日,P18-19
17.,王惠鈞,2(廉政專刊),中央研究院/副院長,01一般申報,民國99年06月02日,P20-23
18.,王惠鈞,2(廉政專刊),中央研究院/副院長,04信託申報,民國99年06月02日,P24-24
19.,劉兆漢,2(廉政專刊),中央研究院/副院長,01一般申報,民國99年06月02日,P25-27
20.,劉兆漢,2(廉政專刊),中央研究院/副院長,04信託申報,民國99年06月02日,P28-29
21.,劉翠溶,2(廉政專刊),中央研究院/副院長,01一般申報,民國99年06月02日,P30-33
22.,劉翠溶,2(廉政專刊),中央研究院/副院長,01一般申報,民國99年06月02日,P30-33
23.,蘇起,2(廉政專刊),國家安全會議/秘書長,01一般申報,民國99年06月02日,P38-41
24.,蘇起,2(廉政專刊),國家安全會議/秘書長,04信託申報,民國99年06月02日,P42-42
25.,何思因,2(廉政專刊),國家安全會議/副秘書長,01一般申報,民國99年06月02日,P43-45
26.,李海東,2(廉政專刊),國家安全會議/副秘書長,01一般申報,民國99年06月02日,P46-50
27.,李海東,2(廉政專刊),國家安全會議/副秘書長,04信託申報,民國99年06月02日,P51-52
28.,鄧振中,2(廉政專刊),國家安全會議/副秘書長,01一般申報,民國99年06月02日,P53-56
29.,鄧振中,2(廉政專刊),國家安全會議/副秘書長,04信託申報,民國99年06月02日,P57-57
30.,范良銹,2(廉政專刊),行政院/政務委員,01一般申報,民國99年06月02日,P58-61
1.,范良銹,2(廉政專刊),行政院/政務委員,04信託申報,民國99年06月02日,P62-64
2.,張進福,2(廉政專刊),行政院/政務委員,01一般申報,民國99年06月02日,P65-69
3.,張進福,2(廉政專刊),行政院/政務委員,04信託申報,民國99年06月02日,P70-71
4.,梁啟源,2(廉政專刊),行政院/政務委員,01一般申報,民國99年06月02日,P72-78
5.,梁啟源,2(廉政專刊),行政院/政務委員,04信託申報,民國99年06月02日,P79-84
6.,曾志朗,2(廉政專刊),行政院/政務委員,01一般申報,民國99年06月02日,P85-88
7.,曾志朗,2(廉政專刊),行政院/政務委員,04信託申報,民國99年06月02日,P89-90
8.,江宜樺,2(廉政專刊),內政部/部長,01一般申報,民國99年06月02日,P91-94
9.,簡太郎,2(廉政專刊),內政部/政務次長,01一般申報,民國99年06月02日,P95-97
10.,簡太郎,2(廉政專刊),內政部/政務次長,04信託申報,民國99年06月02日,P98-98
11.,楊進添,2(廉政專刊),外交部/部長,01一般申報,民國99年06月02日,P99-102
12.,楊進添,2(廉政專刊),外交部/部長,04信託申報,民國99年06月02日,P103-104
13.,沈呂巡,2(廉政專刊),外交部/政務次長,01一般申報,民國99年06月02日,P105-107
14.,孫大成,2(廉政專刊),外交部駐瓜地馬拉共和國大使館/大使,01一般申報,民國99年06月02日,P108-111
15.,孫大成,2(廉政專刊),外交部駐瓜地馬拉共和國大使館/大使,04信託申報,民國99年06月02日,P112-112
16.,李大維,2(廉政專刊),外交部駐加拿大代表處/代表,01一般申報,民國99年06月02日,P113-117
17.,林義夫,2(廉政專刊),外交部中華民國常駐世界貿易組織代表團/代表,01一般申報,民國99年06月02日,P118-121
18.,林義夫,2(廉政專刊),外交部中華民國常駐世界貿易組織代表團/代表,04信託申報,民國99年06月02日,P122-123
19.,夏立言,2(廉政專刊),外交部駐印尼代表處/代表,01一般申報,民國99年06月02日,P124-128
20.,夏立言,2(廉政專刊),外交部駐印尼代表處/代表,04信託申報,民國99年06月02日,P129-130
21.,烏元彥,2(廉政專刊),外交部駐泰國代表處/代表,01一般申報,民國99年06月02日,P131-133
22.,烏元彥,2(廉政專刊),外交部駐泰國代表處/代表,04信託申報,民國99年06月02日,P134-134
23.,袁健生,2(廉政專刊),外交部駐美國代表處/代表,01一般申報,民國99年06月02日,P135-138
24.,袁健生,2(廉政專刊),外交部駐美國代表處/代表,04信託申報,民國99年06月02日,P139-139
25.,張小月,2(廉政專刊),外交部駐英國代表處/代表,01一般申報,民國99年06月02日,P140-143
26.,張小月,2(廉政專刊),外交部駐英國代表處/代表,04信託申報,民國99年06月02日,P144-144
27.,張良任,2(廉政專刊),外交部駐以色列代表處/代表,01一般申報,民國99年06月02日,P145-148
28.,張良任,2(廉政專刊),外交部駐以色列代表處/代表,04信託申報,民國99年06月02日,P149-149
29.,陳國璜,2(廉政專刊),外交部駐丹麥代表處/代表,01一般申報,民國99年06月02日,P150-153
30.,馮寄台,2(廉政專刊),外交部駐日本代表處/代表,01一般申報,民國99年06月02日,P154-157
1.,馮寄台,2(廉政專刊),外交部駐日本代表處/代表,04信託申報,民國99年06月02日,P158-159
2.,黃瀧元,2(廉政專刊),外交部駐西班牙代表處/代表,01一般申報,民國99年06月02日,P160-163
3.,魏武煉,2(廉政專刊),外交部駐德國代表處/代表,01一般申報,民國99年06月02日,P164-167
4.,魏武煉,2(廉政專刊),外交部駐德國代表處/代表,04信託申報,民國99年06月02日,P168-169
5.,高華柱,2(廉政專刊),國防部/部長,01一般申報,民國99年06月02日,P170-172
6.,高華柱,2(廉政專刊),國防部/部長,04信託申報,民國99年06月02日,P173-174
7.,李述德,2(廉政專刊),財政部/部長,01一般申報,民國99年06月02日,P175-180
8.,李述德,2(廉政專刊),財政部/部長,04信託申報,民國99年06月02日,P181-182
9.,張盛和,2(廉政專刊),財政部/政務次長,01一般申報,民國99年06月02日,P183-186
10.,張盛和,2(廉政專刊),財政部/政務次長,04信託申報,民國99年06月02日,P187-188
11.,吳清基,2(廉政專刊),教育部/部長,01一般申報,民國99年06月02日,P189-191
12.,吳清基,2(廉政專刊),教育部/部長,04信託申報,民國99年06月02日,P192-192
13.,林聰明,2(廉政專刊),教育部/政務次長,01一般申報,民國99年06月02日,P193-198
14.,林聰明,2(廉政專刊),教育部/政務次長,04信託申報,民國99年06月02日,P199-200
15.,王清峰,2(廉政專刊),法務部/部長,01一般申報,民國99年06月02日,P201-203
16.,王清峰,2(廉政專刊),法務部/部長,04信託申報,民國99年06月02日,P204-205
17.,王清峰,2(廉政專刊),法務部/部長,01一般申報,民國99年06月02日,P206-208
18.,王清峰,2(廉政專刊),法務部/部長,04信託申報,民國99年06月02日,P209-210
19.,黃世銘,2(廉政專刊),法務部/政務次長,01一般申報,民國99年06月02日,P211-214
20.,林聖忠,2(廉政專刊),經濟部/政務次長,01一般申報,民國99年06月02日,P215-218
21.,林聖忠,2(廉政專刊),經濟部/政務次長,04信託申報,民國99年06月02日,P219-220
22.,毛治國,2(廉政專刊),交通部/部長,01一般申報,民國99年06月02日,P221-223
23.,毛治國,2(廉政專刊),交通部/部長,04信託申報,民國99年06月02日,P224-224
24.,葉匡時,2(廉政專刊),交通部/政務次長,01一般申報,民國99年06月02日,P225-229
25.,葉匡時,2(廉政專刊),交通部/政務次長,04信託申報,民國99年06月02日,P230-230
26.,高思博,2(廉政專刊),蒙藏委員會/委員長,01一般申報,民國99年06月02日,P231-234
27.,高思博,2(廉政專刊),蒙藏委員會/委員長,04信託申報,民國99年06月02日,P235-236
28.,吳英毅,2(廉政專刊),僑務委員會/委員長,01一般申報,民國99年06月02日,P237-239
29.,吳英毅,2(廉政專刊),蒙藏委員會/委員長,04信託申報,民國99年06月02日,P240-240
30.,任弘,2(廉政專刊),僑務委員會/副委員長,01一般申報,民國99年06月02日,P241-244
1.,任弘,2(廉政專刊),僑務委員會/副委員長,04信託申報,民國99年06月02日,P245-246
2.,許振榮,2(廉政專刊),僑務委員會/副委員長,01一般申報,民國99年06月02日,P247-251
3.,許振榮,2(廉政專刊),僑務委員會/副委員長,04信託申報,民國99年06月02日,P252-253
4.,薛盛華,2(廉政專刊),僑務委員會/副委員長,01一般申報,民國99年06月02日,P254-256
5.,彭淮南,2(廉政專刊),中央銀行/總裁,01一般申報,民國99年06月02日,P257-259
6.,石素梅,2(廉政專刊),行政院主計處/主計長,01一般申報,民國99年06月02日,P260-263
7.,石素梅,2(廉政專刊),行政院主計處/主計長,04信託申報,民國99年06月02日,P264-265
8.,蘇俊賓,2(廉政專刊),行政院新聞局/局長,01一般申報,民國99年06月02日,P266-268
9.,蘇俊賓,2(廉政專刊),行政院新聞局/局長,04信託申報,民國99年06月02日,P266-268
10.,蘇俊賓,2(廉政專刊),行政院新聞局/局長,01一般申報,民國99年06月02日,P270-272
11.,蘇俊賓,2(廉政專刊),行政院新聞局/局長,04信託申報,民國99年06月02日,P273-273
12.,沈世宏,2(廉政專刊),行政院環境保護署/署長,01一般申報,民國99年06月02日,P274-276
13.,沈世宏,2(廉政專刊),行政院環境保護署/署長,04信託申報,民國99年06月02日,P277-277
14.,邱文彥,2(廉政專刊),行政院環境保護署/副署長,01一般申報,民國99年06月02日,P278-281
15.,邱文彥,2(廉政專刊),行政院環境保護署/副署長,04信託申報,民國99年06月02日,P282-282
16.,周功鑫,2(廉政專刊),國立故宮博物院/院長,01一般申報,民國99年06月02日,P283-286
17.,馮明珠,2(廉政專刊),國立故宮博物院/副院長,01一般申報,民國99年06月02日,P287-291
18.,馮明珠,2(廉政專刊),國立故宮博物院/副院長,04信託申報,民國99年06月02日,P292-292
19.,王進旺,2(廉政專刊),行政院海岸巡防署/署長,01一般申報,民國99年06月02日,P293-295
20.,王進旺,2(廉政專刊),行政院海岸巡防署/署長,04信託申報,民國99年06月02日,P296-296
21.,王崇儀,2(廉政專刊),行政院海岸巡防署/副署長,01一般申報,民國99年06月02日,P297-300
22.,王崇儀,2(廉政專刊),行政院海岸巡防署/副署長,04信託申報,民國99年06月02日,P301-302
23.,張政雄,2(廉政專刊),中央選舉委員會/主任委員,01一般申報,民國99年06月02日,P303-306
24.,張政雄,2(廉政專刊),中央選舉委員會/主任委員,04信託申報,民國99年06月02日,P307-308
25.,賴浩敏,2(廉政專刊),中央選舉委員會/主任委員,01一般申報,民國99年06月02日,P309-313
26.,賴浩敏,2(廉政專刊),中央選舉委員會/主任委員,04信託申報,民國99年06月02日,P314-315
27.,劉義周,2(廉政專刊),中央選舉委員會/副主任委員,01一般申報,民國99年06月02日,P316-318
28.,劉義周,2(廉政專刊),中央選舉委員會/主任委員,04信託申報,民國99年06月02日,P319-319
29.,顏宗明,2(廉政專刊),科學工業園區管理局/局長,01一般申報,民國99年06月02日,P320-323
30.,顏宗明,2(廉政專刊),科學工業園區管理局/局長,04信託申報,民國99年06月02日,P324-324
1.,賴英照,3(廉政專刊),司法院/院長,01一般申報,民國99年06月10日,P2-5
2.,謝在全,3(廉政專刊),司法院/副院長,01一般申報,民國99年06月10日,P6-8
3.,謝在全,3(廉政專刊),司法院/副院長,04信託申報,民國99年06月10日,P9-10
4.,池啟明,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P11-14
5.,池啟明,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P15-15
6.,李震山,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P16-21
7.,林子儀,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P22-27
8.,林子儀,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P28-29
9.,林錫堯,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P30-33
10.,林錫堯,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P34-34
11.,徐璧湖,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P35-38
12.,許玉秀,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P39-42
13.,許玉秀,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P43-43
14.,許宗力,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P44-47
15.,許宗力,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P48-48
16.,陳春生,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P49-52
17.,陳春生,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P53-54
18.,陳新民,3(廉政專刊),司法院/大法官,04信託申報,民國99年06月10日,P55-55
19.,蔡清遊,3(廉政專刊),司法院/大法官,01一般申報,民國99年06月10日,P56-58
20.,謝文定,3(廉政專刊),司法院/秘書長,01一般申報,民國99年06月10日,P59-61
21.,謝文定,3(廉政專刊),司法院/秘書長,04信託申報,民國99年06月10日,P62-63
22.,陳聰明,3(廉政專刊),最高法院檢察署/檢察總長,01一般申報,民國99年06月10日,P64-67
23.,陳聰明,3(廉政專刊),最高法院檢察署/檢察總長,04信託申報,民國99年06月10日,P68-68
24.,陳聰明,3(廉政專刊),最高法院檢察署/檢察總長,01一般申報,民國99年06月10日,P69-72
25.,陳聰明,3(廉政專刊),最高法院檢察署/檢察總長,04信託申報,民國99年06月10日,P73-73
26.,楊仁壽,3(廉政專刊),最高法院/院長,01一般申報,民國99年06月10日,P74-77
27.,楊仁壽,3(廉政專刊),最高法院/院長,04信託申報,民國99年06月10日,P78-78
28.,彭鳳至,3(廉政專刊),最高行政法院/院長,01一般申報,民國99年06月10日,P79-83
29.,張信雄,3(廉政專刊),公務員懲戒委員會/委員長,01一般申報,民國99年06月10日,P84-87
30.,張信雄,3(廉政專刊),公務員懲戒委員會/委員長,04信託申報,民國99年06月10日,P88-89
1.,張信雄,3(廉政專刊),公務員懲戒委員會/委員長,04信託申報,民國99年06月10日,P90-90
2.,伍錦霖,3(廉政專刊),考試院/副院長,01一般申報,民國99年06月10日,P91-93
3.,何寄澎,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P94-97
4.,何寄澎,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P98-99
5.,李雅榮,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P100-103
6.,李選,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P104-107
7.,李選,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P108-108
8.,林雅鋒,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P109-112
9.,林雅鋒,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P113-113
10.,邱聰智,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P114-116
11.,邱聰智,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P117-118
12.,胡幼圃,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P119-121
13.,胡幼圃,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P122-122
14.,浦忠成,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P123-125
15.,高明見,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P126-130
16.,高明見,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P131-133
17.,陳皎眉,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P134-140
18.,陳皎眉,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P141-141
19.,黃俊英,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P142-146
20.,黃俊英,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P147-148
21.,黃俊英,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P149-149
22.,黃俊英,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P150-150
23.,黃富源,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P151-153
24.,黃富源,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P154-154
25.,詹中原,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P155-157
26.,詹中原,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P158-159
27.,歐育誠,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P160-163
28.,歐育誠,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P164-165
29.,蔡式淵,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P166-169
30.,蔡式淵,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P170-170
1.,蔡良文,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P171-174
2.,蔡良文,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P175-175
3.,蔡璧煌,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P176-178
4.,蔡璧煌,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P179-179
5.,邊裕淵,3(廉政專刊),考試院/考試委員,01一般申報,民國99年06月10日,P180-182
6.,邊裕淵,3(廉政專刊),考試院/考試委員,04信託申報,民國99年06月10日,P183-183
7.,林水吉,3(廉政專刊),考試院/秘書長,01一般申報,民國99年06月10日,P184-186
8.,林水吉,3(廉政專刊),考試院/秘書長,04信託申報,民國99年06月10日,P187-188
9.,楊朝祥,3(廉政專刊),考選部/部長,01一般申報,民國99年06月10日,P189-192
10.,楊朝祥,3(廉政專刊),考選部/部長,04信託申報,民國99年06月10日,P193-194
11.,董保城,3(廉政專刊),考試院/政務次長,01一般申報,民國99年06月10日,P195-197
12.,董保城,3(廉政專刊),考選部/政務次長,04信託申報,民國99年06月10日,P198-198
13.,張哲琛,3(廉政專刊),銓敘部/部長,01一般申報,民國99年06月10日,P199-205
14.,張哲琛,3(廉政專刊),銓敘部/部長,04信託申報,民國99年06月10日,P206-207
15.,吳聰成,3(廉政專刊),銓敘部/政務次長,01一般申報,民國99年06月10日,P208-212
16.,吳聰成,3(廉政專刊),銓敘部/政務次長,04信託申報,民國99年06月10日,P213-215
17.,張明珠,3(廉政專刊),公務人員保障暨培訓委員會/主任委員,01一般申報,民國99年06月10日,P216-220
18.,李嵩賢,3(廉政專刊),公務人員保障暨培訓委員會/副主任委員,01一般申報,民國99年06月10日,P221-224
